text,sentiment
سالعة باقي مادخلات,neu
مابقات عند الفلوس قيمة,neu
هاغرينو هيت صغير,neu
مابغيتيش تقابلها,neu
غير كتبارد على راسك بهاد الحضرة,neu
لخاص ليا داغيا,neu
دراب حسابك,neu
بغيت نكوموندي على برودوي,neu
بدا تبيع فالسلعة,neu
خاصك تخلص ديوانا,neu
كاينة العقا فهاد الدومين,neu
كيفاش جات الفكرة,neu
سماه ليا قطعتك,neu
مكاينش شي مجهود,neu
بغيت نكري واحد المحل,neu
ديجا عندو تجربة,neu
مكايناش شي حاجة ساهلة,neu
قريت واحد لكتاب البارح,neu
ستاغل الوقت ديالك,neu
ماعباتنيش سيرفيس ديالهم,neu
عطي الوقت لراسك واحد شوية,neu
خسرت بزاف ديال الناس,neu
أنا غادي نشره ليك مزيان,neu
راه نفس البلان,neu
مايقدروش يوقفو,neu
بلاطي نعطيك واحد المثال,neu
هاد القضية خايبة,neu
علاش غادي نضرب التمارة,neu
أشنو ليخلّاك تبدّل لخدمة,neu
راه نتا لي درتيها بيديك,neu
شكونا هوما,neu
أشنو هققت في حياتك,neu
مكاين ليغادي يعطقك,neu
خاصك تهاز راسك براسك,neu
مشات ليه ساها ديالو,neu
كانهدرو على بزاف ديال الحوايج,neu
عندو مدخل كبير,neu
كايدير ل إ كوميرس,neu
خاصهم يقراو,neu
ماعندوش هدف,neu
إيلا جيتي تشوف راه المشكل كبير,neu
متاور معا راسك,neu
بغيت غير نفهم علاش,neu
ماعنديش كيف ندير ليها,neu
واحد القضية خاصك تفهمها,neu
خاصك تجمع داتا,neu
كايخدم صحفي,neu
هو لأول ليكتشف هاد البلاصة,neu
عندو بزاف ديال الفولور,neu
كايثرب من الدراس,neu
بزاف كايترهو هاد السؤال,neu
شحال مان خدام خاصنا؟,neu
ممنوع دير هادشي,neu
غير تخايل معايا,neu
دار مشروع ديالو,neu
راه شحال من مرة عاودها,neu
ديجا قلها ليا,neu
مامساليش ليك,neu
هاد القضية زوينة,neu
اشنو هو هاد التتبيق؟,neu
نبداو درس دابا,neu
مالك عاوتاني؟,neu
مامحسوبش علينا هادا,neu
سامحو ليا إيلا تعصبت,neu
راه كتقلب على صداع,neu
عشت بزاف ديال التجارب,neu
دير هادي فبالك,neu
أنا عارفكوم غير صبرين,neu
دخل من هاد الباب,neu
هادشي ديما كايتعاود,neu
هادي طبعة الأخيرة ديال الكتاب,neu
عمر ليا هاد الطلب,neu
طلبات الأدوار,neu
المجتمع تغير,neu
كلشي كايتبدل مع الوقت,neu
رجع الذكريات ديالك,neu
كاين رواج بزاف هنا,neu
كاتستهلك بزاف,neu
هادشي مكايدخل للعقل,neu
هاد الداهيرة منتشرة فبزاف ديال اللبليص,neu
الفساد كتر بزاف,neu
هاد البلاصة محافظة,neu
خاصك تهترم ثقافة ديالهم,neu
خاصك تنقص من الجارو,neu
كيفاش ممكن نبدا,neu
عطيني نقاط المهمة,neu
تعرفت عليها غير بسدفة,neu
لواحد هو يعاول على راسو,neu
غادي نهاول مانتوالش,neu
كيفاش دايرا,neu
خاصك تجيب المانتوج,neu
خاصك توصل للسليان,neu
خاصك تلقى الحل,neu
بغيت نقاد واحد ستور,neu
اشنو هيا المرحلة التانية,neu
خاصك تسواق ليه,neu
الفرص موجودين,neu
ماترفض عليه شي حاجة ماباغيهاش,neu
غير كايدحكو عليكم,neu
كاينين طوروق بزاف,neu
بغيت نمشي فيهاد طريق,neu
بغيت نسوب واحد البراند,neu
ماعنديش عندي الفلوس,neu
بيع فاش ماكاين,neu
ماشي ممكن تختار,neu
هادشي غير سمع بيه,neu
هادشي مكايهم,neu
كنخدم فدار,neu
خاصكتقتل مع الوقت,neu
مقاريش بزاف,neu
حكم بناتنا,neu
كانبيع بتقسيط,neu
كنبيع بجملة,neu
مازال ماستوعبت,neu
خاصك تبقى القانون,neu
ماتكونش متكبر,neu
هادا كايعيش فالبهر,neu
أنهاو نقارب ليك لماعنا,neu
غادي نخسرو كلشي,neu
البشر هاكا داير,neu
الأغلبية دايرة هكا,neu
ماتكونش دعيف,neu
خاصك تعيش مزيان,neu
تبدلو ليها دوازا,neu
دهاك فاش تكونش معصب,neu
فتح عينيك مزيان,neu
تلاع ليا المورال,neu
غادي تولي بحالو,neu
كيفاش كايشوفوك ناس؟,neu
فتح علاقة معاهوم,neu
ماتكونش فيك العقا,neu
عقل على أشنو درتي,neu
خاصك تكون مسؤول على راسك,neu
عاون راسك,neu
ماتبقاش تكمي,neu
نقاز كلشي,neu
نتا لي تعرف,neu
نتا إنسان مامزيان,neu
اشنو كنتي بغيتي تقول,neu
ماتوالش بزاف,neu
مطعم معا بنادم,neu
مع من شتك شباحتك,neu
كايبغي غير مسلحتو,neu
ماكاين حتا مشكل,neu
بغي الخير لناس,neu
ماقدر يتحمل المسؤولية,neu
باقي غادي تلاقا معا بزاف ديال الناس,neu
فهمتها طايرة,neu
خدام على المستقبل ديالك,neu
ماتبقاش تهضر معاه,neu
غير كتخوي لما فرملة,neu
خاصك تكون مهتم باقدة,neu
ماتشمنيش,neu
ماعندو هتا هدف,neu
علاش باقي معاشر معاه,neu
ماتيه فنفس الخطأ,neu
ماتقارن راسك بناس,neu
ماراديش على الوضعية,neu
هات أهداف واقعية,neu
رابي ولادك مزيان,neu
ماتلوم هتا هد,neu
لوم غير راسك,neu
كاينين الفرصة بزاف,neu
مكايهم داكشي لي وقع,neu
ثمال مسؤوليتك,neu
ماعنديش القدرة نتحكم فيهادشي,neu
هبس هاد العادة,neu
فكر فالمستقب ديالك,neu
مستعد ندهي,neu
هادشي مكايني لي هتا حاجة,neu
دير داكشي ليكايعجبك,neu
تباع هاد القاعدة,neu
عاقلي مبلوكي,neu
خدام على راسك,neu
بني الشخصية قوية,neu
سمع الناس بزاف,neu
تباع الغريزة ديالك,neu
خاصك تواصل معا الناس,neu
بدا فكر فالهال,neu
كولشي داير على الفلوس,neu
ماكين محسن دور بلي,neu
مكايهمل الخدمة ديالو,neu
علاش غادي تبقى مقلق,neu
وجه المشاكل ديالك,neu
كل نهار ديرها,neu
خاصك تهات خطة,neu
علاش ماكاتنعس بكري,neu
طبق هاد القاعدة,neu
راجل والمرة ماشي بحال بحال,neu
ماعنديش معا وسائل التواصل,neu
ماعنديش معلومات كافية,neu
قرا هاد الكتاب,neu
بغيت الخاص هاد الكتاب,neu
بغيت نشارجي واحد الفيلم,neu
مامتافقش معاها,neu
عطيني المفيد,neu
حياتك غادي تبدل,neu
عاد غادي نشره ليك,neu
كاين بنادم الخايب وكاين المزيان,neu
هاول تهكم فراسك,neu
خليني نتخايل دابا,neu
هادا صباح مرباج,neu
ماتبقاش تعطل بزاف,neu
تنسى عليا كلشي,neu
ماتساورنيش عفاك,neu
تلاق لينا لويفي,neu
شحال ممكن تاخد ديال الوقت,neu
تفرج وقولي رأي ديالك,neu
مابقيتش مشيت,neu
مشاو المخايم,neu
ماعنديش رغبة,neu
بغيناك تشارك معانا,neu
بغيناك تنخرط معانا,neu
غادي ندير معاك المزيان,neu
أنخرج على الموضوع شوية,neu
ماشي داكشي لي تاه ليا فبالي,neu
ڭلس قرا شوية,neu
خاصك تردا بكلشي,neu
بغير ندير بزاف في حياتي,neu
أنعاود ليك من لأول,neu
خاصك تندبت,neu
دير داكشي لي باغي,neu
هاد الكتاب غادي تستافد منو,neu
ماكاين حتى فرق بيناتهم,neu
الوقت تبدلت بزاف,neu
دير الحاجة سعيبة ماشي ساهلة,neu
ماتبقاش غير هاز تليفون,neu
ماكانديرش بزاف ديال المجهود,neu
هادي طبيعة فيه,neu
ماتبقاش تصوت عليا,neu
مالك كاتناهد,neu
قلسة فوق الناموسية,neu
الله يدوز هاد الليلة على خير,neu
ندمت لي خليتك تمشي,neu
بات معانا هتا الصباح,neu
مالقيتش المركوب,neu
ثانسرت فترانسبورت,neu
عاودي ليا أش وقع,neu
بلا ماتبقا تبوت عليا,neu
بلا ماتبقا دماع عليا,neu
غادو نفسخو الخطوبة,neu
الكليان موجود,neu
تعامل مع الكليان مزيان,neu
عرفتي اش يجيك مليه؟,neu
نود بدال ساعة بخرا,neu
الله يفاجيها عليك,neu
ماعرف باش طبلة,neu
هادوك غير براهش,neu
قريب يديه الواد,neu
عندو زهر,neu
عندو بزاف ديال الدراري,neu
عاود ليا القصة من الأول,neu
دير مشاركة لقانات,neu
هايد منك العنصرية,neu
فاشل فدريسا,neu
غادي نشوف هاد الفيديو,neu
كاينين بزاف ديال الستور,neu
سوق فيه بزاف ديال النصابة,neu
دخل شيه,neu
هادشي ماڭاديش يتمشى ليك,neu
كاينين منافسين بزاف,neu
شوف الحاجة بعينيك,neu
هادشي صعيب وسهل فنفس الوقت,neu
خاصنا شي خدم,neu
كنت اليوم فسوق,neu
دنيا مراونة تما,neu
غير كترات الحضرة بلا معنى,neu
دراب داربة شيهة,neu
جرب الأدز,neu
أنا,neu
صراحة ماعرف علاش كادوي,neu
نقص لينا واحد شوية,neu
كايسيفت ليه شيو واحد سالعا,neu
ماديرش بحالو,neu
خاصك تخلص شيبين,neu
تسدق مرباح والو,neu
نجربو باقدة,neu
غادي نمشي معا نبورو,neu
غادي ندي معايا الفلوس,neu
كين هاني نمن هاد ناهيا,neu
غادي رد معاهوم البال,neu
غادي نسوار ليك كلسي,neu
اشنو العجبك,neu
غير خود هانيا,neu
كان عليك حتى تفكر,neu
هادي دير ليك لعقل,neu
شحال من مرة قلت ليك بعد عليهم,neu
نتسرا واه شوية أرجع,neu
عجباتني المدينة,neu
خسرت كلشي,neu
ماخليت هتا قنط,neu
شبعتي دوران معا راسك,neu
خاصنا نعاودو نمشو لتما,neu
جي مرحبا بيك,neu
دوز غدا تغادا,neu
علام شاب داركم,neu
ديما كنكون فالقهوة,neu
بلا ماتمهن راسك,neu
كولشي على حسابهم,neu
البس مزيان,neu
دخل الخريف,neu
غادي نمشي فاش يكون وقت,neu
هو ليبدا صداع,neu
أتقراي غدا إنشالله ?,neu
دوزت الأورال اليوم,neu
كيفاش دوزتي لامتحان,neu
عندك شي فيديوهات,neu
واش غاتسافري ولا لا؟,neu
فين غادي تمشي؟,neu
فين غادي تسكني؟,neu
سير بكي لهل,neu
خاصها فلوس,neu
لوهي داكشي,neu
أش حزيتي؟,neu
ماهزيت تاهاجا,neu
امتا خاص نمشي,neu
فين غاتمشي,neu
فاش سولك,neu
علاياش سولوك,neu
شنو قريتي,neu
رسمتي ليوم,neu
أش درتي مزل,neu
واش حفدتي,neu
ماهفدت ولو,neu
وجدتي,neu
شنو ديتي معاه,neu
ساكك,neu
سف راه سايبتو,neu
شنو سايبتي,neu
خديت لابتوب,neu
البركة فراسك,neu
خود راهتك,neu
سف هكاك مزين,neu
شناهيا هاديك,neu
ماعندي ولو,neu
خديتي وراقك,neu
خديت ليخاصني,neu
دبري راسك,neu
أشنو مقلقك,neu
كيبقيتي اليوم,neu
واخا أنبرزتك,neu
واش شربتي دوا,neu
شريتي الورد,neu
خديتي تلي جديد؟,neu
شنو عندك,neu
واش عيان,neu
أش كليتي ليوم,neu
هادشي ليبانلي,neu
شنو كاتعني,neu
سيفتيلي نمرتها,neu
حزيتي كلشي,neu
أنا مامسالياش,neu
أنا مشغول,neu
واش دوزتي,neu
سيري بشوية,neu
ملك زربانة,neu
خود هاداك,neu
البسطي نظار,neu
البسي مزن,neu
مشيتي لافاك,neu
شنو درتو,neu
تفي دو,neu
شعلي دو,neu
شعلي تلي,neu
سايبتي شعرك,neu
قطعتي شعرك,neu
جاوب فتل,neu
على حسابي,neu
فين وصلتي,neu
غير دهكت معاك,neu
درتيها منيتك,neu
سر فيك,neu
دبر راسك,neu
هت تГ©لГ©فون,neu
أنا مامساليش,neu
متاوضهاش مرا جاية,neu
اشنو ترا؟,neu
طال من بعد,neu
6.إمتا هادشي؟,neu
فين خوتك؟,neu
سير تسخر ماهوم,neu
.أجي محتاجك,neu
يالاه دغيا,neu
معامن جيتي؟,neu
ماشي شغلك,neu
يكون خير,neu
مشيت لكوزينا,neu
لبست هوايجي,neu
تلاقيت معا شابي,neu
مشيت ل أڭادير,neu
مشيت لهمام نتكسل,neu
تسوقرت عند المصور,neu
رجعت عيانة,neu
نشرتي الحوايج,neu
مشيتي للفاك؟,neu
طلعت لسته,neu
تعشيتي برا؟,neu
اشنو نديرو؟,neu
مانسيبش مسافرة!,neu
أنا ماغادياش,neu
الله مافهمت,neu
الله إهفدك,neu
مشيتي لسوق؟,neu
جيب ليا معاك شي حاجة,neu
رد بالك,neu
ما تعطلش,neu
جمع راسك,neu
عرفتي اش واقع؟,neu
ما شفت والو,neu
فيا نعس,neu
عندك شي فلوس,neu
أشنو بان ليك ف هادشي لي ڭلت,neu
فين كاين جمع؟,neu
بشحال هادا؟,neu
بلان واعر هادا,neu
نسيت ما عاودتش لك,neu
لقيتي سوارت؟,neu
كاين شي ماتش ليوم؟,neu
مرحبا بيكم,neu
كيسباهتي اليوم,neu
كيدوزتي نهارك,neu
كيغادي مع الخدمة,neu
أش قريتي ليوم,neu
شبعتي نعس,neu
أش كادير تما,neu
سير جيب لينا شيهاجة,neu
أش كاتعاود,neu
مبروك عليكم,neu
شريتي الحوايج,neu
كنتيب الكسكس,neu
دخل بكري ل دار,neu
واش مسالي دابا,neu
كاينين مالين دار,neu
سافرتي د سيف,neu
فاش كاتقرا,neu
ماعرض العرس غدا,neu
خاصك تكون راجل,neu
مادرتش التمارين,neu
قلب على سباتك,neu
واش لاباس عليكم,neu
جارنا ضريف,neu
علاش هرستي الكيسان,neu
بعد من تليفوني,neu
شعل دو,neu
بصحة الحمام,neu
فيق بكري باش تمشي تقرا,neu
باراكا عليك من البسالات,neu
سير جيب لينا سخرى,neu
بغيت غانسالي هادشي خلاص,neu
كنتفرج مس ماكندويش بصراحة,neu
إيلا كنتي أنجي عندك العشية,neu
إوا أش درتو,neu
شنو دب,neu
مافيها شك,neu
عاش المالك,neu
سير علله,neu
لاش تاتبقاي تسولي لاش,neu
مال حسك دب مالك,neu
عاد فقتي أولا,neu
شوف عندي ليك واحد البلان,neu
أشمن سوق,neu
آه إوا يكون خير خلاص,neu
دابا باقي لينا تقريبا واحد ساعة و سرف,neu
آجي عندي ليك شلا خبيرات,neu
فين راك,neu
أش فيها,neu
مابقاش فيك دب هاد المخلوق لا,neu
هادا ماهوا هادا,neu
خلي الغدا,neu
ماكتبش ماشي مشكل,neu
أودي مخيت فيها,neu
ألو أمدرا,neu
أنا باقا تانتسنا,neu
الله وكبر,neu
واش بصح,neu
تاعاش زردة,neu
تاتمعني عليا ياك,neu
هادشي لي لقيت,neu
هادوك لي كانستعمل,neu
فاش تكوني مسالية,neu
واش كريتي؟,neu
ياك ماغالي لكرا؟,neu
سف إنشالله,neu
أش عندك تما,neu
شڭالك طبيب,neu
آه هاكاك,neu
مزين,neu
تشرب شي حاجة,neu
شنو تشرب,neu
جبتي زيتون,neu
جيب سكر,neu
محنسرا دعوة,neu
لا مامشيتش أ جمي,neu
مشيتي لدار,neu
شتك ماسولتيش,neu
هوما للوين,neu
شحال ماهدرت معاه,neu
واقيلا كان مسافر,neu
صافي خسر,neu
ياكما جيتي,neu
محال واقيلا واش نجلس أنا,neu
ممكن تاخد شي,neu
آه حسابلي مشيتي معاه,neu
راك غادي عندهم؟,neu
هاديك أ جمي,neu
كيف بقيتي شوية,neu
خديتي أنتيبيوتيك,neu
بشيفا العاجل وعطي راسك,neu
غادي لا ڭار,neu
كيف بقات ومورو,neu
وي دكشي لي قاليا,neu
روباما,neu
كيف بقيتي,neu
عطيتي راها لراسك,neu
ماسالهاش تبقى على فدار,neu
تاسل بيه و هوا يتكلف بكلشي,neu
إلا حتاج شي حاجة,neu
وتاسل بيه باش يدير ليك شكاية,neu
وراه اليوم مردي,neu
خديتي سيرتيفيكات,neu
يجيب ليك داك شي,neu
أولا هتا الغدا,neu
مايس خاصك تحدي معا راجلك مزيان,neu
دب نقولك,neu
تانهدرو,neu
لا ماشي عليه,neu
أمين أ جمي,neu
الله يهدفك,neu
أمدرا أش درتي ف الأفاير,neu
وي فهمتك,neu
كيف الحال واحوال,neu
أش قاليك,neu
وايه عارف لي كاين,neu
الله يهدفك سلوكات,neu
خارج ولا محال,neu
غبرتي هانية,neu
سلك أ جمي,neu
تانتا يمكن,neu
هادشي كتير أصاحبي,neu
عاد تفكرتيني,neu
غير سيفت داكشي لي واجد,neu
تعطلتي عليا بزاف,neu
أش هاد الخدمة ديال الويل,neu
يالاه نمشيو نتقداو,neu
سير تخدم تصور خبيزتك,neu
أكسبان ليك ندربو خو دورا,neu
واكس بالهاكا,neu
تا فين راك,neu
خل التمنين أعظري,neu
العز,neu
عطيني واحد جوج خبزات,neu
بنادم حرب ليه,neu
تا راه ميمكنتش,neu
لا مخيتي تا جيتي,neu
كنا گالسين كنمشيو تا خرج لينا واه الكلب,neu
أودي صبر وسف,neu
ماخ سيمانة لي فات,neu
خاصنا نباركو ليه,neu
لي أندك,neu
ماعنديكس بزاف,neu
أنا نقولها ليها ودير حسابها تاني,neu
دي معاك شهود,neu
قولي لهم تجلة,neu
مارفت فين اتيتو,neu
لموهيم قولي ليهم مشا ليا ساك,neu
مشيت اليوم لقاعات رياضية,neu
تقديت من الحانوت الحليب,neu
آه فدار الن مازال مابغيت نفيق,neu
خاصني نصيفت السيد,neu
نقدر نتعرف علي,neu
كي درتّي معاه دوروف لي هيا وقا دب,neu
اجي تجربي الكافي معايا,neu
شهال هادي ماتشوفنا,neu
كيف ردا مع خدمة,neu
سخون الحال بزاف,neu
معاش خدام غدا ??,neu
شحال ساعا ??,neu
جا معاك لون لحمر.,neu
كاتعجبني الموسيقى لي هادءة.,neu
كناخد دوا معا 8:30 ديما,neu
اليوم مكينش خدمة,neu
مبروك زيادة حبيبتي,neu
أنا راه مازالا كنكتب,neu
ساف واخا أنحلول,neu
كانسوني عليك ماكاتجوبيش,neu
امتا اندك موعد د طبيب,neu
رسمت اليوم آخر الواحة,neu
واش ماشديتيش الكونجي كامل,neu
عفاك ماتنساش ليا اسمية د فلم,neu
إنا بلاصة فين كاين المحل,neu
حتال إمتا أتبقى هنا,neu
واش واخا تهضر بخويا,neu
كيفاش نقدر نسوني ليك,neu
واش نعاونك تهزهوم,neu
هادشي عادي يوقع,neu
مافهمتش اشنو كتقصد,neu
كاندن ماشي داروري تستعملهم,neu
فكرو 100مرة قبل مادير شي حاجة,neu
عفاك عطيني معاك كاس دلما,neu
غادي نمشي,neu
كانحس بالعياء فاش كانتمشى بزاف,neu
هادشي علاش كنت كانقلب,neu
ممكن تصورني وأنا هدا شجرة,neu
واش كتهدر بأمازيغية,neu
غسل وجهك قبل ماتمشي للمدرسة,neu
كنتمنى ليك عطلة زوينة,neu
أش كاتبغي تاكل بالليل,neu
سد الباب قبل ماتخرج,neu
هاد لعبة ديالك,neu
واش هاد دار الكرا,neu
مشا لحال دبلا بلا ماتخرج,neu
واش عندك ولاد,neu
هاد الخنشة تقيلا,neu
الماتش غادي يبدا دابا,neu
أنا كنتسناك هدا القاعة,neu
مالك أشنو واقع ليك,neu
خفيتي دوا ديالك فالوقت,neu
بز كنفيق صباح,neu
خديت 1000دره من البنك,neu
كانفضل الطاجين بالبرقوق,neu
سبنت الحوقيج هاف العشية,neu
سبنت الحوايجهاد العشية,neu
كاتعجبني سقطة في الليل,neu
واخا تعطيني دقيقة من وقتك,neu
أشنو سميتّ لواليدة ديالك,neu
امتا ترجعو لدار,neu
جاوبني عصبتيني,neu
مزين أولا نحبس,neu
كانسولك بحال ماكانسولش مافهمتش,neu
كنت كانقلب عليك من نهار الأول,neu
مايمكنش لهدرا تعبر على هادشي لي كناحس بيه,neu
أحسن حاجة وقعتلي في حياتي,neu
كانفرح ملي كانشوفك,neu
نهارك كبير هادا,neu
واش بغيتي شي حاجة,neu
سلم على دار,neu
شنو كتفكر دير من هنا القدام,neu
أجيو عندنا مرة خرا,neu
كيجاتكم دار,neu
شنو تبعتي فقرايتك,neu
فين سافرتي هاد السيف,neu
فيا جوع,neu
سمحليا عندي مانقدي اليوم,neu
ماتديهاش فهدرتهم,neu
سال لمجرب لاتصال طبيب,neu
أمدرا كمالتي,neu
امتا غادي يجيو دياف؟,neu
مالنا على هاد الزربة,neu
خايفة نحشم بيك؟,neu
شكون هاد العريس جديد,neu
مابقيتش باغا نعرف,neu
ڭتليك سيدي فومك وسكتي,neu
نودي سيري فحالك,neu
الله يعلي مقامك,neu
تبارك الله على مولاي سلتان,neu
ماغاتلقاش حسن منك,neu
كنتو عزازين عليه,neu
راكوم مقاترين ليه من عيناتو,neu
فين غبارتي هاد الغبارة كاملة,neu
غير مع الوقت وصافي,neu
كنا كانمشيو من مدينة لمدينة,neu
دابا راه شد تقاعد,neu
جينا نڭلسو معا لحباب والعائلة,neu
هاد عروستنا جات,neu
حروفها زوينين,neu
شهال ديال ناس ختبو فيها,neu
مابغاتش دزواج,neu
هدر نسمعك,neu
أش غادي نڭوليها,neu
سيرو تلعو لستح,neu
سيرو داكرو معا بعضياتكوم,neu
شوفيا ونشوف فيك أتاجين الحوت,neu
ماتشوفنا حتال الليلة لعرس,neu
هاداك زمان واحدا زمان,neu
خلي الدراري يتفهمو مع بعضياتهوم,neu
بنتي كاتحشم,neu
نتا دبا غير دايف,neu
مبرد القضية شوية هنا,neu
باينة جاي غا بزز,neu
زربتي عليا,neu
ماعلوم كانهدر من نيتي,neu
هاكا قسرتي عليا المسافة,neu
بغيت ندير فيك غير خير ونرايحك,neu
موسيبة كحلة هادي,neu
أنا ڭاعما عجبني,neu
باقى كاتحلي فمك,neu
شدّي فومك,neu
البنت مادارت والو,neu
ماتديش عليها,neu
كاتغضب ماكاترفش راسها أش كادڭول,neu
أجي تبردي,neu
غير خليني هنايا,neu
واش ماكاتعرفيش تعومي؟,neu
أجوتاني فيسبوك,neu
شتك تلفتي,neu
مالنا أش كاين ڭاع?,neu
مابغا ديري تا حاجة,neu
واش كتهدر معايا أنا,neu
بلا صداع عفاك,neu
واش كاتريڭل عليا ولا شنو؟,neu
أنا كاهدر معا سيدة لي موراك,neu
واش بغيتيني نبقى ساكت,neu
مابيناتنا ترا حاجة رسمية,neu
نتي لي كتأجلي كولشي,neu
اشنو داكشي لاخور,neu
لي طلبتيها أنا نجيبهالك,neu
كنخاف من تسريوفات ديالك,neu
كنخاف من هاد العصبية لي فيك,neu
أنا تانبغيك وكانغير عليك,neu
مانقدروش تاحنا نكونو داهكين وناشتين بحال ڭاع ناس?,neu
يالاه تلع,neu
أش كاديري هنا,neu
ماكننتش كانتواقع هادي هيا خدمتك,neu
واشماجاتش معايا ولا,neu
أنا عجبني راسي هكا,neu
نتي متسلحة معا راسك,neu
بلاطي نشرح ليك واحد القضية,neu
كاينة ولا ماكايناش؟,neu
هادا غير تخريق,neu
واش نتشركو تعام,neu
تاندير ريجيم,neu
حتى أنا كانتريني هنا,neu
هاني غانرجع دغيا,neu
شنو داكشي طاليا لوجهك,neu
كانجمع فلوس القرعة,neu
فين غدا بالسلامة والعافية,neu
خاصني نتعامل معاه,neu
بنتي ليا فرعنتي ديالك بالصح,neu
تيرتيها منّي خلعة,neu
غادي دجي غايد نڭولها ليها,neu
غادي نحيد عليا تقليد,neu
عاويدي تلبيني,neu
حنا خايفين عليك,neu
ماشتيني مشتك,neu
عندك تحشمي معاه,neu
إيلا بقيت هاكا ماغاديش يختاروني,neu
تانا غادي نمشي نعس,neu
تسناي هانا جيت,neu
و أخيرا جيتي,neu
رجع غاتلقاني أنا هنايا,neu
شتك جاتك نفس عليه,neu
أنا سيد كايبقى فيا,neu
بحال شتيها بعويناتك,neu
غايد تقسمي معايا,neu
شوفو مشكلكوم وحلوه,neu
ماكاين تاحاجة من داكشي لي فراسك,neu
شت دنيا خاوية,neu
شحال قدكوم ماتندفو,neu
ناس خاشوم يتعلمو يجمعو زبل بوحدهوم,neu
كانحاولو نواعيو الناس,neu
خاص يفهمو راسهم شوية,neu
شتك داخلة سخونة,neu
عندي ليكوم واحد القطيرة,neu
كاتكتشفو عالم آخر,neu
يالاه تبعوني,neu
بحالا واكلة لعصا,neu
أش داك تدوي ڭاع,neu
اليوم درتيها بز منك,neu
أنا ماشي ديال داكشي,neu
ديما داحك,neu
مشيتو فيها بجوج,neu
خلعتيني عليك,neu
قاليا بغا يشوفني,neu
سيري تقادي,neu
ماتعاتليش عليا,neu
أنا ماغانحتاش هادشي,neu
تانعاود نعياط ليك,neu
قلت نجي نشوف مال,neu
هاد الأيامات مشغولة بزاف,neu
كانحس براسي مازال ماواجداش,neu
ماكتفهم والو ف هادشي,neu
أنا غانجيبها بيديا,neu
مشات دير سپور,neu
ولات خلعاني,neu
بغيت نفرح بيكوم,neu
هادشي لي قدرت نجمع,neu
هي قدا و بقدودها,neu
دابا راني مزروبة,neu
عاوتاني نساي راسك,neu
ياكما نسيت شي حاجة أخرى,neu
كولشي وجتّيه,neu
شكون من غيرك,neu
شنو تبغي تشربي,neu
ماعرفتش منين غادي نبدا,neu
لقيت راسي كانرتاح معاك بزاف,neu
أنا لي عارفاه كيفاش داير,neu
واش مرضيتيش ليها البال؟,neu
خاصك تولي ترودي بالك منها,neu
بعدي عليها,neu
ماتبقايش دوي معاها,neu
واش ماسمعتيهاش أش قلت?,neu
كوني كاتفهمي شوية,neu
مال دماغك تقيل؟,neu
ماخصنيش صداع,neu
كول خير حطينو,neu
ماكتلقايس باش تشري,neu
بفلوسك وماغاتديهش,neu
الغلا كاين تما,neu
حنا ماكاناكلوش لحم,neu
أنا كانڭول غير لي كاين,neu
مانقدرش نخبي عليك,neu
مكاينش بحال هادشي عندنا,neu
واش حنا مانفرحوش؟,neu
صافي غادي نفكرك,neu
تاحد ماغادي يسالي ليكوم,neu
صافي هنّيتوني نيت,neu
ماقداش نمشي معاكوم,neu
صافي أجلوها تال سيمانة جاية,neu
امتا غادي دجي عندي؟,neu
صافي غدا نعاول عليك,neu
بلا ماتخليني نبقى نتسنا على والو,neu
ماشما كان جاوبيني,neu
عاونينا بشي باراكا,neu
مازال مامغادي ما والو,neu
واش ماعندكش معا الكورة,neu
ڭلتي شي حاجة?,neu
يالاه جريي,neu
واش تساتّيتي,neu
تفرق عليا,neu
واش كاتعرفها؟,neu
عالش بلوكيتيني,neu
طرجل مرا واحدة وشرح ليا,neu
أشنو غادينشوف,neu
دابا أنا وليت ختك؟,neu
بلا ماتقطعش,neu
هاك شديليا هادشي,neu
هاهو آجاب ربحة,neu
رتاهيتي ولا مازال,neu
باقي ماغديتوش,neu
شديت لينتريت,neu
بغيتك على واحد الغرض,neu
مابقيتش خدام,neu
إو أڭولها من صباح,neu
وفين داكشي لاخر,neu
هانا سالينا دابا,neu
غادي يمشي معايا,neu
واقيلا نسيتي شي حاجة؟,neu
مكايهدرش بزاف,neu
ماكايسمعش مزيان,neu
غاتكون كاتقلب على شي واحد,neu
داكشي علاش بغيناك معانا,neu
علاش وقفنا هنا,neu
هانا غادي نوريك,neu
تعبعنا تا فنساسات لليل,neu
باينة غادي ينساه,neu
نهار كحل ملي شت وجهك,neu
آخر مرة تهدري معايا,neu
بيناتنا المحاكم,neu
عاودي شنو ڭلتي,neu
كانتناقش معا مرتي,neu
سير عاودة ليهم,neu
سمعتي شنو ڭاتليك,neu
أش بغيتي أختي,neu
بغيت غير نقولك شكران,neu
ماتواصلينيش معاك?,neu
أنا لي كانعرفو مزيان,neu
بقاي فبلاصتك,neu
أنا مهلية فيه,neu
ماعنديش معا الكلاب,neu
عينيك كايخلعو,neu
شوف فيا أنا,neu
نتي فين غدا؟,neu
غدا البحر دابا,neu
واقيلا نحتك هنايا,neu
أنا عجبني الحال معاك,neu
هانا موانسك,neu
شكون كاين ف مدرسة,neu
ياك ڭتليك شديه مزيان,neu
مادرليك والو,neu
واش كتخافي منّو,neu
